pairID,ppl
16,19.059433365976233
17,24.504478185521272
18,21.69963597004599
49,36.73383892206379
50,47.793810922059954
51,47.793810922059954
58,38.54842391345936
59,21.952541597265444
60,74.21158952130953
83,52.087038953499906
139,64.90048095593231
140,59.78446454501875
141,83.92065364017107
169,27.860653736136086
170,27.860653736136086
171,86.3351084218809
226,29.664279148971257
227,31.61845562166654
228,41.70507913045157
265,24.88072598064304
266,24.88072598064304
267,24.88072598064304
286,27.320659524304162
287,51.79823035450791
288,69.79165123863156
325,17.35970516958315
326,17.35970516958315
327,17.35970516958315
328,57.794303219431924
329,22.03740531096829
330,32.85205308004471
361,24.69562735672686
362,147.45617299772297
363,39.541785073634905
385,21.911248423539
394,21.7877460495349
395,21.7877460495349
396,21.7877460495349
412,17.267385555990103
413,17.267385555990103
414,17.267385555990103
517,21.517231807769633
518,21.517231807769633
519,21.517231807769633
523,29.181652212301167
524,27.421691795791197
525,53.468417156339356
544,27.63001635714298
545,33.95492321415788
546,34.472200136264604
553,14.217098193083997
554,11.456583454472813
555,34.431925236937644
601,923.2424043583691
727,29.284748475743584
728,29.284748475743584
729,29.284748475743584
835,43.226124813836634
836,50.32237778131693
837,34.98228454683064
898,29.1483589620277
899,29.1483589620277
900,29.1483589620277
976,59.936293476510876
977,43.4683451785811
988,38.56228619092573
989,27.92984140391234
990,27.92984140391234
1030,37.671276418561334
1031,37.671276418561334
1032,37.671276418561334
1054,46.80150298796602
1055,94.93166282188122
1056,46.80150298796602
1113,50.53177847411224
1173,31.443877148985184
1186,53.16808392510873
1187,53.16808392510873
1188,53.16808392510873
1250,126.84157920889525
1303,48.34324085801907
1372,37.354585296375376
1373,35.433977385943294
1374,40.15221061831557
1414,63.907599236292256
1415,25.52479896203873
1416,41.35240314837528
1483,32.31170456145769
1484,29.129096518393446
1485,32.31170456145769
1498,51.05764380038307
1499,51.05764380038307
1500,51.05764380038307
1522,79.8902328743197
1523,35.93880907962166
1524,70.43649986612255
1544,114.11638593003376
1555,18.12915212747648
1556,22.007003662369975
1557,18.12915212747648
1573,44.05084789556829
1574,44.05084789556829
1575,44.05084789556829
1606,49.105590998972325
1607,42.75294531944145
1608,42.75294531944145
1612,32.96224325636342
1613,34.77878734475381
1614,38.28970038723873
1624,37.45632281665836
1625,30.57941069400787
1626,30.508964599905433
1654,82.18239136810965
1655,63.67812224908772
1656,83.75405426810009
1681,49.49745589918829
1683,48.295466461288946
1714,35.10699671582871
1715,72.73655417916807
1716,37.697772026937976
1720,95.18315716776661
1721,23.319034741258815
1722,36.93220381767577
1777,30.64231441934697
1778,30.64231441934697
1779,26.19185581976152
1801,76.99648062297669
1802,75.916716717727
1803,36.57947550965262
1807,25.13699835402364
1808,33.61248584614888
1809,35.69418770336121
1813,104.32874047962177
1814,72.42067686672397
1815,105.51569712540693
1819,32.13829878716091
1820,32.13829878716091
1821,32.13829878716091
1825,22.973502311003607
1826,22.973502311003607
1827,22.973502311003607
1858,71.31835587430254
1859,71.31835587430254
1860,56.069194402198214
1921,48.884325737486314
1922,29.203207524904688
1923,44.41615754397436
1954,113.90670125825389
1955,68.04073353573914
1956,105.53831989743281
1968,157.51830949492305
2002,19.934605526234087
2003,16.429233065426477
2004,16.429233065426477
2053,30.99449223353724
2054,37.53687407745141
2055,76.62328411094975
2092,39.486913980115325
2093,52.390692293188906
2094,84.56608104113015
2113,40.09507158695208
2114,40.09507158695208
2115,53.23869578179017
2137,18.584761719086913
2138,29.030306464408163
2139,22.446336884618887
2167,56.13484699700417
2168,21.885672561346095
2169,27.201775880495656
2170,36.58754376717932
2171,44.67104766312943
2172,44.22938432231859
2175,21.52107973266603
2212,67.36366591102524
2213,36.872261412982624
2214,106.5245946258622
2215,49.10694791776181
2216,49.10694791776181
2217,49.10694791776181
2227,32.692350274676556
2228,51.00614343382296
2229,72.47265274776746
2233,32.01149986816723
2234,38.257328235159605
2235,32.01149986816723
2236,187.03933655707627
2254,128.7942122299756
2255,88.78941056301619
2256,88.16331993111137
2260,122.29936076149626
2261,132.1135990940159
2262,130.88456726074054
2278,62.15291855618845
2279,88.70430019712634
2280,83.43775589128295
2287,36.36862198139543
2302,56.92946989686948
2303,78.02382972474808
2304,42.48003066738174
2308,95.55195876141846
2309,84.6867947674943
2310,124.74201095101881
2311,73.4549496359501
2312,85.38807868452578
2313,85.38807868452578
2326,61.75932307793889
2327,67.2954060220003
2328,97.50452958712258
2350,65.32097423733386
2351,48.60425848515659
2352,65.32097423733386
2359,52.797623933005134
2360,33.72779346609376
2361,34.87292862247274
2368,146.08546622898683
2369,162.87270434026334
2370,102.71645294023992
2371,52.366084093729214
2372,62.14099319934413
2373,58.52565238139543
2386,97.47491921449671
2387,51.46759060985204
2388,51.46759060985204
2488,127.97896393467747
2489,145.408846820911
2490,91.88380767812912
2497,46.73702538707133
2498,45.559517862327176
2499,45.559517862327176
2506,45.98872440544304
2507,55.59515016221974
2508,55.59515016221974
2551,67.70530907728931
2552,61.38724075907868
2553,70.66413247682942
2554,71.5076288686659
2555,47.49771163683579
2556,47.49771163683579
2563,48.11963792908762
2564,48.11963792908762
2565,48.11963792908762
2581,63.171584364655025
2582,55.73508637276462
2583,81.14288590635545
2584,134.10676349408553
2585,231.51428783196926
2586,231.51428783196926
2587,48.362400744169406
2588,88.08556961881715
2589,48.362400744169406
2602,70.843873894755
2603,68.77734078399482
2604,54.283450744975795
2632,135.90437886959148
2633,135.90437886959148
2634,135.90437886959148
2638,47.45529031604902
2639,52.56040643946794
2640,66.14225139983954
2653,59.97740539692097
2654,59.97740539692097
2655,59.97740539692097
2668,88.01874126634945
2669,81.36714419978998
2670,53.353753726739654
2674,143.53363868839256
2675,47.65668767499867
2710,18.624875528454197
2711,18.624875528454197
2712,18.624875528454197
2752,43.54413217143879
2753,48.048747485525105
2754,51.4400751507606
2815,34.648707708912134
2816,34.648707708912134
2817,34.648707708912134
2821,27.72925050949209
2822,430.1621601967088
2833,20.69652636080183
2834,28.182515967964846
2835,20.69652636080183
2842,54.796832339481
2843,37.13555658685406
2844,37.13555658685406
2860,45.587119025089024
2861,37.55239621842123
2862,37.55239621842123
2887,41.40729603390801
2888,43.10566687320961
2889,45.64653132035936
2920,141.6160829253603
2921,141.6160829253603
2922,141.6160829253603
2974,22.58129020726914
2975,30.74308059907016
2976,22.58129020726914
2992,102.38579067766098
2993,200.7321506496104
2998,160.66981630385303
2999,226.3362817864917
3000,226.3362817864917
