pairID,ppl
1,24.54659312493792
2,29.343670466495624
3,27.61538302873356
22,225.6705201174572
23,278.0780478366007
24,245.88527401947496
25,35.37981616775741
26,56.79471043742747
27,43.74514549603553
31,24.16947978452584
32,39.7070495039209
33,51.37614004073989
37,59.680517156774044
38,54.54602716793088
39,61.381943554005254
50,44.14623005900594
51,25.034757269033875
59,41.848372048423876
64,22.048145791258847
65,35.37089664911508
66,26.36112631653689
82,43.53088351249442
83,64.0464348048148
84,92.91358966744843
85,23.66210314882687
86,56.32280720027615
87,17.743085031931844
97,35.91054576868385
98,36.24553652554451
99,15.143457200548754
100,25.43313455566428
101,41.80451688405442
102,54.162894167296955
103,59.0597636651952
104,68.48586236767795
105,53.079367419829865
115,36.32214088093053
116,24.949661287923895
117,26.48365418721458
121,36.76034657406706
122,52.00474950365955
123,34.36026246220375
124,16.43335842554164
125,15.917654819371911
126,31.311283894240006
136,33.3003193843069
137,51.7879092715247
138,25.89919687001899
145,71.1735331633628
146,95.27348971228768
147,80.45324550328422
151,36.72581162226834
152,35.277426246469105
153,41.431843582581905
157,84.8916803041999
158,74.5779608323565
159,80.76322622440995
160,47.892779359255584
161,79.56233988601223
162,29.438642091604038
169,166.24988902616076
170,92.97148589534393
172,53.55027024371229
173,38.867403758993106
174,45.25112724549033
187,17.72350733551943
188,18.04741168297097
189,19.197577081741045
190,34.936735405182986
191,27.495545188190803
192,44.677741061576086
193,38.59018648714124
194,46.9107843545941
195,70.67575078337582
220,23.342194311635247
221,32.35464578591804
222,35.371827048718465
223,56.87771228292169
224,48.8413544684074
225,31.01205529174641
226,34.375012244340525
229,23.256157917105696
230,16.987667607698512
231,18.249975654897828
232,36.1045894643631
233,18.70251200065497
234,22.095536056524242
250,68.20889898675276
251,59.20491382125635
252,51.194703590144385
265,31.58647386595752
266,34.027036483900915
267,50.595683785467855
280,43.71955107378656
281,33.55031004723474
282,32.96183274766297
286,90.08231278097219
287,90.08231278097219
288,90.08231278097219
289,39.57484235175728
290,51.843290106995084
291,150.0667434065205
316,19.241648778265834
317,22.20029516475943
318,21.15779009354332
325,25.49093082117145
326,66.21710442874618
327,46.28782286889257
329,40.804474021508
346,29.639592341059725
347,34.87778687612037
348,42.42828306176989
349,26.788939207024207
350,28.052307861557804
351,31.976493012049126
364,34.33435939210344
365,19.926768088417397
366,21.092264328698377
373,32.006053705743504
374,19.140638553949497
375,24.867505639137818
385,17.220340467686416
386,31.158562539677668
387,26.87931569196035
388,143.41593972369478
389,55.55763175155998
390,36.842341713368036
394,24.68987503250434
395,21.986368118052077
396,16.396894561713804
403,39.45929891361892
404,35.96417110358213
405,35.86688869744226
406,17.117260743768597
407,25.057619343584875
408,23.327762728537643
412,79.46298752309423
413,97.77335459145738
414,32.04386884820257
433,87.18304189674633
434,91.74168929873241
435,77.47533462173143
472,43.92486071826991
473,32.71593242639695
474,54.53325629062014
478,41.156268884687584
479,27.746385407295016
480,30.438378650968268
484,24.638877284269658
485,19.505844817760792
486,20.204357566009058
493,36.816540678820374
494,30.26363256410942
495,32.4774633050441
505,25.74214936245326
506,24.446827277978176
507,52.30183688576664
517,31.449387783122194
518,183.37129696022018
519,47.235092889389634
524,15.432813227275592
538,29.4467103482097
539,29.197890022981447
540,31.905388559595607
541,22.584925755425687
542,24.958152307068417
543,22.097616951580523
544,59.954158545890536
550,56.62441060999027
551,52.559017237745074
552,43.69549042304961
554,11.934046786825487
589,26.143859578096812
590,21.43235483994737
591,15.279517720227766
601,202.5844323908512
602,130.90375308958528
603,121.86979571574705
607,32.80848084003487
608,32.390632805044
609,33.5977786095263
622,31.090165863032993
623,23.206823282235753
624,20.278179387058408
628,27.58888278501336
629,28.037029923685434
630,25.671925364117165
634,52.34566549081753
635,78.24464765177737
636,122.51144170501844
640,37.89174907294358
641,21.30412740592181
642,18.024225418991847
646,58.34697719189671
647,74.11299675852042
648,70.07462921614496
649,32.4844578048957
650,37.09655655383765
651,32.30644416353316
691,27.188233278073753
692,36.75274930016672
693,36.60622194839585
697,99.76350859876467
698,34.67256480244775
699,33.96252385921787
703,32.703806998025975
704,47.86884279394472
705,43.62128214895344
715,66.5020831557717
716,56.56510369688558
717,65.64267474761172
718,32.18077897382265
719,12.158444140085159
720,14.552242797622203
721,39.80243974442567
722,33.85308199588846
723,225.85379858166874
727,26.00852894284328
728,49.78996954783074
729,35.30020559782448
733,48.12587626079308
734,48.85968154442223
735,37.54439483723879
739,27.677376857948396
740,38.3292471719367
741,48.94353695723028
769,34.78953271048052
770,114.96425752699427
771,154.20219660136158
772,93.12196218604416
773,83.597854633555
774,79.8763668462884
775,14.135834252211971
776,19.308099365197688
777,21.128657301858198
793,23.445079777016677
794,31.84814266422797
795,24.217052140463302
799,44.79374238095104
800,39.90525456417963
801,29.61332672134707
805,24.672798720794603
806,25.11470513781679
807,49.41036161939011
817,80.25005849369454
818,61.674546397945306
819,52.20710869428977
826,34.87500075671803
827,34.134363327752816
828,18.790589310556562
841,33.897244305800896
842,32.033258919695236
843,33.52050014246963
865,53.20988119973275
866,43.71777747103499
867,60.35810845879125
883,33.1652511543521
884,58.77075613865188
885,18.24418449096125
895,24.257696600358535
896,25.564767375397093
897,34.197728332134304
898,46.31899867948869
899,34.80859336750988
900,30.637894791381495
916,43.501777874618654
917,30.154342074727133
918,36.61311787680655
922,83.75165484167545
923,46.48094918021796
924,39.74803715735353
931,45.41500115239205
932,47.090496875762824
933,37.419166381689124
937,21.320180283183195
938,29.89698973306279
939,20.436196911798966
958,64.33461428963204
959,50.57648278458693
960,48.802597094742154
964,51.202490408920355
965,49.04444312447204
966,41.747671369877885
967,73.73861107415652
968,45.454638489770595
969,64.99598236544091
973,30.878329294778275
974,43.11440690254538
975,23.615145959585362
976,21.19260976572957
977,21.19260976572957
978,30.630399873865553
979,45.502037582093806
980,29.042338524267223
981,26.627263583759316
989,40.53957323849066
990,29.08550595849557
991,42.07646510544363
992,38.748608865286215
993,27.985017568087493
997,31.093554104661578
998,17.954115235938104
999,26.6762202075086
1015,50.328426077754784
1016,30.267452000068605
1017,30.78169452633139
1024,49.18329760422192
1025,52.76783490695466
1026,60.608738931225304
1030,54.59227958554309
1031,29.784677783461863
1032,26.114693893432754
1036,20.981588793505765
1037,20.621395079241097
1038,29.11712979821039
1039,16.994057329426468
1040,16.701359859937664
1041,10.425198795681673
1042,75.40875423926838
1043,77.45544804849145
1044,88.78447122045516
1051,44.364219911826694
1052,97.89766435909593
1053,53.25785506700741
1054,108.42611916502655
1056,70.84296181385575
1057,26.567429231305628
1058,34.03142184014804
1059,24.696301160826312
1063,67.70766321070639
1064,81.5196221597752
1065,78.91821388017141
1066,135.708891696636
1067,119.82046645744984
1068,81.99071490787894
1072,20.936253660271525
1073,41.99654388068637
1074,32.2212023778605
1075,20.156137487721153
1076,19.063888937791504
1077,29.628230879283592
1093,29.524011578470883
1094,21.963514791070022
1095,27.164745819947456
1111,67.02037548156984
1112,56.34566036682004
1113,85.69832843899674
1120,57.28452369128892
1121,78.03251161830039
1122,80.54407677542605
1123,35.0493063915506
1124,36.79719872268879
1125,62.99559437724645
1141,33.09703900020371
1142,27.758233853848722
1143,24.202648216795858
1144,23.15319552894462
1145,23.020592467500272
1146,39.224398290238724
1153,19.08093612587708
1154,26.68695694012184
1155,25.60245093381986
1168,52.494985055906525
1169,57.92404714945035
1170,67.32494490079506
1171,30.738578913758083
1172,55.688078888812484
1173,49.58506219157601
1174,13.109374903240727
1175,18.607568760446835
1176,19.23364152987736
1186,98.25558537934891
1187,43.9905206389919
1188,102.55583001585855
1192,37.37150571627928
1193,37.309015389333524
1194,25.407480456866825
1195,20.26124450016921
1196,22.74425647220793
1197,24.315933198691056
1198,29.692784018123334
1199,30.97601384449616
1200,22.134495746029128
1216,33.253487513206025
1217,22.476064462165777
1218,31.818586873918946
1249,27.38883857485501
1250,25.29433176933923
1251,29.412059991861465
1255,28.508622460267937
1256,42.279089858947245
1257,27.2758127059682
1270,43.78135748688781
1271,52.36774296719024
1272,53.198639662328404
1285,49.72161632180492
1286,46.023494235025105
1287,79.92375028698478
1303,40.95484239149349
1304,46.6339577471084
1305,58.653133818800995
1321,28.145091575584335
1322,19.14617382523152
1323,28.332664327311136
1324,17.567118841412015
1325,23.66886947051477
1326,24.461290709757495
1333,226.0779541195253
1334,165.8810962746489
1335,159.93713400831584
1342,37.16644944270164
1343,50.60844200229289
1344,39.760009146076776
1345,33.55772853599039
1346,25.26099091221475
1347,63.62255541755502
1354,72.7065019804141
1355,73.71973160520477
1356,79.68632851950966
1360,22.6157978236832
1361,19.683120756134215
1362,23.11463325436987
1374,134.76191337830448
1378,23.96771935782683
1379,34.13662214077775
1380,21.9467478080212
1390,35.6124159512936
1391,30.58518564561058
1392,95.39449014377158
1399,31.11662547800528
1400,42.540871837518644
1401,31.977299507276577
1408,31.984879849330042
1409,31.53088073701675
1410,52.80826436336039
1414,33.4670132336866
1415,33.4670132336866
1416,33.4670132336866
1435,15.334129218662653
1436,10.870531651847111
1437,16.707033946088025
1438,67.37403375494294
1439,62.415158899973825
1440,53.52587956800101
1450,39.391609070650254
1451,44.28689886323254
1452,57.09124756712619
1468,30.541695330715058
1469,28.141633860026904
1470,26.07188250527245
1471,53.92518306073798
1472,19.23745946467933
1473,55.10459562162417
1477,39.33062278766471
1478,29.89790117147828
1479,28.06951446802672
1483,26.014377064505215
1485,18.660504743371188
1486,21.48152876208082
1487,13.910636251406217
1488,12.102395412305189
1489,27.543900593989203
1490,39.169997235462574
1491,34.916746717136505
1498,109.50999622416994
1499,19.80967649759089
1500,13.189103584323759
1525,24.273718221548727
1526,23.54060701412814
1527,26.173636413945935
1528,31.869589800953648
1529,16.186116856792538
1530,19.36010799875192
1543,38.28742404266994
1544,14.68777176715255
1545,48.836239855520716
1552,35.27427742298182
1553,37.14830113853678
1554,35.483775272850146
1555,18.220322359709673
1557,35.989874968053314
1573,59.78695006094181
1574,60.464303459217476
1575,79.71391755213284
1579,42.261950456920516
1580,24.550420240103126
1581,27.706980413924953
1582,93.5749187100337
1583,97.54517040698455
1584,72.44410055499597
1591,30.359293512310593
1592,42.174030743953125
1593,37.03646809535761
1597,77.38316510219893
1598,35.16437875379065
1599,33.63553156793571
1607,253.4751834418866
1608,72.0529631064148
1609,22.10761394169642
1610,23.631288759575128
1611,24.591766544664036
1614,25.87690144572475
1636,33.998225533336516
1637,27.10870480795328
